Name,Business Id,Rating,Url,State,Country,Latitude,Longitude,Lookup,Concatenated Key,Check
The Cove,XyT98m-1s-1jJ5N6M8GGoA,4,https://www.yelp.com/biz/the-cove-gadsden?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AL,US,34,-86.08,#N/A,34-86.08,#N/A
Flattop Mountain Trail,_HdOQgDmCXBd8ZHYkzO9SA,4.5,https://www.yelp.com/biz/flattop-mountain-trail-anchorage-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.1,-149.67,#N/A,61.1-149.67,#N/A
Chugach State Park,fcZDNKqnPcUMJvOdY2CMLw,5,https://www.yelp.com/biz/chugach-state-park-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.05,-149.8,#N/A,61.05-149.8,#N/A
Beluga Point,sQx7l24hRDUDEwnHDHFFLA,4.5,https://www.yelp.com/biz/beluga-point-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.01,-149.69,#N/A,61.01-149.69,#N/A
Brooks Lodge Katmai National Park,VLkhMsF4Qi4hdYq516Mpvg,5,https://www.yelp.com/biz/brooks-lodge-katmai-national-park-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.16,-149.99,#N/A,61.16-149.99,#N/A
Kincaid Park,3Mpit3E49quGB04NwFkfkg,5,https://www.yelp.com/biz/kincaid-park-anchorage-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.15,-150.04,#N/A,61.15-150.04,#N/A
Portage Glacier,XjiO3gJPLdOLsBnLH4qQGA,4,https://www.yelp.com/biz/portage-glacier-girdwood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.8,-148.92,#N/A,60.8-148.92,#N/A
Potter Marsh,hUd-K80t6ptGcw1dqzj0eA,5,https://www.yelp.com/biz/potter-marsh-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.08,-149.83,#N/A,61.08-149.83,#N/A
Alaska English Adventures,W9dXprl14RD9Uaeijs-ePw,5,https://www.yelp.com/biz/alaska-english-adventures-anchorage-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.16,-149.87,#N/A,61.16-149.87,#N/A
Peratrovich Park,YUbHuqb_A9e5-j7PQcTQWA,3,https://www.yelp.com/biz/peratrovich-park-anchorage-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.22,-149.89,#N/A,61.22-149.89,61.22-149.89
South Fork Falls,cEj-AWBJdPHVcGjJvUrppw,4.5,https://www.yelp.com/biz/south-fork-falls-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.29,-149.48,#N/A,61.29-149.48,#N/A
Portage Glacier & Begich Bloggs Visitor Center,aSs4d7pD4qoFWtY2MLU2Dw,4.5,https://www.yelp.com/biz/portage-glacier-and-begich-bloggs-visitor-center-girdwood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.94,-149.17,#N/A,60.94-149.17,#N/A
Ptarmigan Creek Campground & Trail,2c_N0vzeO6DX4UUQEoNBaQ,4.5,https://www.yelp.com/biz/ptarmigan-creek-campground-and-trail-seward?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.28,-149.34,#N/A,60.28-149.34,#N/A
Tony Knowles Coastal Trail,5D6uJnZKSm-uFlXaqShN7A,4.5,https://www.yelp.com/biz/tony-knowles-coastal-trail-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.22,-149.9,#N/A,61.22-149.9,#N/A
Eklutna Lakeside Trail,q4gixrpd5CNVdyLpFOz53A,4.5,https://www.yelp.com/biz/eklutna-lakeside-trail-eklutna?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.41,-149.13,#N/A,61.41-149.13,#N/A
Get Up and Go Tours,SE0hMNathMEK4Pv8w28XBQ,5,https://www.yelp.com/biz/get-up-and-go-tours-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.19,-149.94,#N/A,61.19-149.94,#N/A
Seward Highway,hPHl0nsoL7NNfKySC4Q9gQ,4.5,https://www.yelp.com/biz/seward-highway-anchorage?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.85,-149,#N/A,60.85-149,#N/A
Cooper Landing Bike Rental,6hXfi2gFAja6PekrDII1lQ,5,https://www.yelp.com/biz/cooper-landing-bike-rental-cooper-landing?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.49,-149.87,#N/A,60.49-149.87,#N/A
Reflections  Lake,9-hdmSDIc78btPQKmlMwcg,4.5,https://www.yelp.com/biz/reflections-lake-palmer-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,61.49,-149.25,#N/A,61.49-149.25,#N/A
Ouzel Expeditions Inc,9SJYKvb-CIu3nOIg6jRirw,1,https://www.yelp.com/biz/ouzel-expeditions-inc-girdwood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.96,-149.12,#N/A,60.96-149.12,#N/A
Williwaw Campground,vMu5CCQfkotLVn94w67Rig,3.5,https://www.yelp.com/biz/williwaw-campground-girdwood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AK,US,60.78,-148.84,#N/A,60.78-148.84,#N/A
Camelback Mountain,amNromvj2O7OAYYrlDEUcQ,4.5,https://www.yelp.com/biz/camelback-mountain-phoenix?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.52,-111.97,#N/A,33.52-111.97,#N/A
Hole-in-the-Rock,FvnH5hw4halHa_8dKylMeA,4.5,https://www.yelp.com/biz/hole-in-the-rock-phoenix?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.46,-111.95,#N/A,33.46-111.95,#N/A
North Mountain Park,Fo3TzqHCUue89po8GBpf5Q,4,https://www.yelp.com/biz/north-mountain-park-phoenix?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.59,-112.07,#N/A,33.59-112.07,#N/A
Piestewa Peak,wghDrzcZ0VloAtaIZ7GEBg,4.5,https://www.yelp.com/biz/piestewa-peak-phoenix?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.54,-112.02,#N/A,33.54-112.02,#N/A
South Mountain Park,3ug1xM71zxibq5RETXCi4Q,4.5,https://www.yelp.com/biz/south-mountain-park-phoenix?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.34,-112.06,#N/A,33.34-112.06,#N/A
Phoenix Mountain Preserve,8-su-O_330PebTOp60RILQ,4.5,https://www.yelp.com/biz/phoenix-mountain-preserve-phoenix-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.57,-112.05,#N/A,33.57-112.05,#N/A
Tonto National Forest,bw_ChX68QJGRkLqbaI2gXg,4.5,https://www.yelp.com/biz/tonto-national-forest-payson-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,34.25,-111.32,#N/A,34.25-111.32,#N/A
McDowell Sonoran Preserve,j25iicjhCYo3aH7VobV39A,4.5,https://www.yelp.com/biz/mcdowell-sonoran-preserve-scottsdale?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.65,-111.86,#N/A,33.65-111.86,#N/A
Tom's Thumb Trailhead,VXsjUX82DnnEB36G2YPBlw,4.5,https://www.yelp.com/biz/toms-thumb-trailhead-scottsdale-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.69,-111.8,#N/A,33.69-111.8,#N/A
Saguaro Lake,RmbFHdbNKH22MEWrYxl8wA,4,https://www.yelp.com/biz/saguaro-lake-mesa?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.49,-111.68,#N/A,33.49-111.68,#N/A
Old Town Scottsdale,n8vlQ1TbigbbRT6_9VwIRw,4,https://www.yelp.com/biz/old-town-scottsdale-scottsdale-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.49,-111.93,#N/A,33.49-111.93,#N/A
Lost Dutchman State Park,#NAME?,4.5,https://www.yelp.com/biz/lost-dutchman-state-park-apache-junction-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AZ,US,33.46,-111.49,#N/A,33.46-111.49,#N/A
