Name,Business Id,Rating,Url,State,Country,Latitude,Longitude,Lookup,Concatenated Key,Check
Nine Mile Creek Lower Valley Trail System,1QOcDznb7Woaq4YwWYcjQQ,5,https://www.yelp.com/biz/nine-mile-creek-lower-valley-trail-system-bloomington?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.82,-93.31,#N/A,44.82-93.31,#N/A
Rich Valley Park,pisU11KxjMhEkM_Rt0r-8A,5,https://www.yelp.com/biz/rich-valley-park-inver-grove-heights?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.8,-93.07,#N/A,44.8-93.07,#N/A
First Bridge Park,y59Wu3Z0seWUD-HaQZS3yA,4.5,https://www.yelp.com/biz/first-bridge-park-minneapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.98,-93.27,#N/A,44.98-93.27,#N/A
Mississippi River Visitor Center,VRh1G2cOfx1y-8hKFiaexw,3.5,https://www.yelp.com/biz/mississippi-river-visitor-center-saint-paul?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.94,-93.1,#N/A,44.94-93.1,44.94-93.1
Dodge Nature Center,Wg0M8wl2t7g_oy9ZwEeFEQ,4.5,https://www.yelp.com/biz/dodge-nature-center-west-saint-paul?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.89,-93.1,#N/A,44.89-93.1,#N/A
Alimagnet Dog Park,08nDBs__fh737tyJBZtSfQ,3.5,https://www.yelp.com/biz/alimagnet-dog-park-burnsville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.74,-93.25,#N/A,44.74-93.25,#N/A
Water Power Park,JidNy7eQ3KkAUKa3vBr44Q,4,https://www.yelp.com/biz/water-power-park-minneapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.98,-93.26,#N/A,44.98-93.26,#N/A
Oheyawahi-Pilot Knob,isYpaTfSsPQhOoUSrXQQVg,3,https://www.yelp.com/biz/oheyawahi-pilot-knob-mendota-heights?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.88,-93.17,#N/A,44.88-93.17,#N/A
Hyland Lake Park,OxRIsJWcVSiu2eWJyl2Z3g,5,https://www.yelp.com/biz/hyland-lake-park-minneapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,44.82,-93.37,#N/A,44.82-93.37,#N/A
Vicksburg National Military Park,MPMYKeW8l9NTNScGPbXMcQ,4.5,https://www.yelp.com/biz/vicksburg-national-military-park-vicksburg-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.34,-90.85,Vicksburg National Military Park,32.34-90.85,#N/A
Natchez Trace Parkway,nBWEe1qMf8sT9LFYoauvsw,4.5,https://www.yelp.com/biz/natchez-trace-parkway-ridgeland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.43,-90.16,Natchez Trace Parkway,32.43-90.16,#N/A
Roosevelt State Park,6nj7frPSXJAJYr4QfEiw2A,4,https://www.yelp.com/biz/roosevelt-state-park-morton?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.32,-89.67,#N/A,32.32-89.67,#N/A
Marathon Lake Recreation Area,QrmCVtUSqFw2P4Mv3dKbhA,3,https://www.yelp.com/biz/marathon-lake-recreation-area-raleigh?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.32,-89.49,#N/A,32.32-89.49,#N/A
Magnolia Rv Resort,hVX0O4M4-aJMQAly9sPBkA,3,https://www.yelp.com/biz/magnolia-rv-resort-vicksburg?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.3,-90.9,#N/A,32.3-90.9,#N/A
Ameristar RV Park,cIQC5onq-0MY4VSAw7hbAg,3.5,https://www.yelp.com/biz/ameristar-rv-park-vicksburg?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,32.32,-90.9,#N/A,32.32-90.9,#N/A
Berkley Riverfront,sGtfQ8PuHi9l5nn4hqQftA,4,https://www.yelp.com/biz/berkley-riverfront-kansas-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MO,US,39.12,-94.57,#N/A,39.12-94.57,#N/A
E H Young Park,iV6n-9ZNtU-jGs7CjU9FIQ,5,https://www.yelp.com/biz/e-h-young-park-riverside?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MO,US,39.16,-94.62,#N/A,39.16-94.62,#N/A
Swope Park,uDbCZ-Uz3xqdbcglP1tuwQ,3.5,https://www.yelp.com/biz/swope-park-kansas-city-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MO,US,39.01,-94.54,#N/A,39.01-94.54,#N/A
City of Overland Park,rewSHiRS2KEhw9ztRA2JxQ,3.5,https://www.yelp.com/biz/city-of-overland-park-overland-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KS,US,38.97,-94.69,#N/A,38.97-94.69,#N/A
Kansas City East KOA,KuO_wI6b6frooQAl1WNelA,4,https://www.yelp.com/biz/kansas-city-east-koa-oak-grove-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MO,US,39.02,-94.13,#N/A,39.02-94.13,#N/A
Abdallah Shrine Temple,p2B9qpb-Bs1_WU_wwu63xQ,3.5,https://www.yelp.com/biz/abdallah-shrine-temple-mission?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,KS,US,39.03,-94.67,#N/A,39.03-94.67,#N/A
Tower Park,SjSHZgZQ_zePQ-cC1QA5dQ,4,https://www.yelp.com/biz/tower-park-kansas-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MO,US,38.99,-94.58,#N/A,38.99-94.58,#N/A
Pictograph Cave State Park,foimrK0XYkvsu8K9As4M-Q,3.5,https://www.yelp.com/biz/pictograph-cave-state-park-billings?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MT,US,45.74,-108.43,#N/A,45.74-108.43,#N/A
Chief Plenty Coups State Park,AGuj1_qiTpozLL2Ji72PTg,4,https://www.yelp.com/biz/chief-plenty-coups-state-park-pryor?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MT,US,45.43,-108.55,#N/A,45.43-108.55,#N/A
Bighorn Canyon National Recreation Area,6AtVh7TRA9hO0wcKqx4vOw,4.5,https://www.yelp.com/biz/bighorn-canyon-national-recreation-area-fort-smith?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MT,US,45.31,-107.94,Bighorn Canyon National Recreation Area,45.31-107.94,#N/A
Billings KOA,WFccimWz-wUKRhXq1GHhQA,3.5,https://www.yelp.com/biz/billings-koa-billings?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MT,US,45.76,-108.48,#N/A,45.76-108.48,#N/A
National Park Service,FQOuu6o3jtT_HpyTU7W8Bw,4,https://www.yelp.com/biz/national-park-service-omaha?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NE,US,41.26,-95.92,#N/A,41.26-95.92,41.26-95.92
Lewis and Clark Landing,yqBtxisiMRUKWzThB99QFQ,4,https://www.yelp.com/biz/lewis-and-clark-landing-omaha?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NE,US,41.26,-95.93,#N/A,41.26-95.93,#N/A
Stinson Park,RagfbOtBfQMc6bsJWyeQRA,4.5,https://www.yelp.com/biz/stinson-park-omaha-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NE,US,41.24,-96.01,#N/A,41.24-96.01,#N/A
De Soto National Wildlife Refuge,Kd2GbEP1ROVuu0PXE5ANBw,5,https://www.yelp.com/biz/de-soto-national-wildlife-refuge-missouri-valley?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IA,US,41.55,-96.03,#N/A,41.55-96.03,#N/A
Freedom Park,CGheyhiUdBGh0Pve9NabFA,5,https://www.yelp.com/biz/freedom-park-omaha?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NE,US,41.28,-95.9,#N/A,41.28-95.9,#N/A
National Park Express,nR3y25UXKMTUL0Qm36PmgA,4,https://www.yelp.com/biz/national-park-express-las-vegas-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.09,-115.19,#N/A,36.09-115.19,#N/A
Red Rock Canyon,odyYR1Bg2bqmp1kVlm8OYw,4.5,https://www.yelp.com/biz/red-rock-canyon-las-vegas-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.14,-115.43,#N/A,36.14-115.43,#N/A
Exploration Peak Park,4oxLboB6UEcBxRwEjMrXag,4.5,https://www.yelp.com/biz/exploration-peak-park-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.01,-115.26,#N/A,36.01-115.26,#N/A
Springs Preserve,sv694ZNBZfoC18OL5eRVuw,4,https://www.yelp.com/biz/springs-preserve-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.17,-115.19,#N/A,36.17-115.19,#N/A
Spring Mountain Ranch State Park,jDfX74uyLQpHufvSa7zwMw,4,https://www.yelp.com/biz/spring-mountain-ranch-state-park-blue-diamond?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.08,-115.45,#N/A,36.08-115.45,#N/A
Lone Mountain,YpNCrt2l7TEsZvUWMr72sQ,4.5,https://www.yelp.com/biz/lone-mountain-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.24,-115.31,#N/A,36.24-115.31,#N/A
Hidden Falls Park,gT8mWzBw4r-TrtGIrWrV4A,4.5,https://www.yelp.com/biz/hidden-falls-park-henderson?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.01,-114.99,#N/A,36.01-114.99,#N/A
Craig Ranch Regional Park,3fUEtSJWbEOyS01kYC1bDQ,4,https://www.yelp.com/biz/craig-ranch-regional-park-north-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.24,-115.15,#N/A,36.24-115.15,#N/A
Fox Hill Park,fBlNMKX3a-n3vwey0QzWEw,4.5,https://www.yelp.com/biz/fox-hill-park-las-vegas-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.18,-115.36,#N/A,36.18-115.36,#N/A
Desert Wildlife National Refuge,c_jxFudI6Gejrm0uF5me1A,4.5,https://www.yelp.com/biz/desert-wildlife-national-refuge-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.44,-115.36,#N/A,36.44-115.36,#N/A
Wetlands Park Friends,iBVKoqOqe46J3h8ny9m0YA,4.5,https://www.yelp.com/biz/wetlands-park-friends-las-vegas-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.1,-115.02,#N/A,36.1-115.02,#N/A
Central Park,8gjCv8gT_ElYOpeZ29yAiw,3.5,https://www.yelp.com/biz/central-park-henderson?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.07,-115.01,#N/A,36.07-115.01,#N/A
Floyd Lamb Park At Tule Springs,sWqQQRiD3YBxNJlPrMSNIw,4.5,https://www.yelp.com/biz/floyd-lamb-park-at-tule-springs-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.32,-115.27,#N/A,36.32-115.27,#N/A
White Owl Canyon,iS5o1vaWgDuhHL8j74dKOw,5,https://www.yelp.com/biz/white-owl-canyon-boulder-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.11,-114.85,#N/A,36.11-114.85,#N/A
Gilmore Cliff Shadows Trailhead,Lq_9qTx3ruvdRBzEFIEWPg,4.5,https://www.yelp.com/biz/gilmore-cliff-shadows-trailhead-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.23,-115.33,#N/A,36.23-115.33,#N/A
Cathedral Rock,DUJUiaqmqOk9LlNnfY7M7w,5,https://www.yelp.com/biz/cathedral-rock-mt-charleston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.27,-115.59,#N/A,36.27-115.59,#N/A
Late Night Trailhead,f4yqw8W3RrcLsNO9H7UYwg,4.5,https://www.yelp.com/biz/late-night-trailhead-blue-diamond?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.03,-115.4,#N/A,36.03-115.4,#N/A
Desert Adventures,72f1WS8VT0ueZED7tu-QCw,4.5,https://www.yelp.com/biz/desert-adventures-boulder-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,35.97,-114.86,#N/A,35.97-114.86,#N/A
Wetlands Trail,F_vrmvXfRhUcAdzFpuV6OQ,4,https://www.yelp.com/biz/wetlands-trail-boulder-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.12,-114.9,#N/A,36.12-114.9,#N/A
Las Vegas RV Resort,cyASE4X92bZAZ-HgUEyVFQ,3.5,https://www.yelp.com/biz/las-vegas-rv-resort-las-vegas?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NV,US,36.12,-115.06,#N/A,36.12-115.06,#N/A
White Mountain National Forest,Jcn3SWjPPGUonoYb1SPGDw,5,https://www.yelp.com/biz/white-mountain-national-forest-laconia-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,43.53,-71.47,#N/A,43.53-71.47,#N/A
Walden Pond State Reservation,L5fXhXQgcUHKHuS6bHT6Fg,4,https://www.yelp.com/biz/walden-pond-state-reservation-concord?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.44,-71.33,#N/A,42.44-71.33,#N/A
Hampton Beach State Park,E3ebgkBkKUa7zWS-rm_wCA,3.5,https://www.yelp.com/biz/hampton-beach-state-park-hampton?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,42.92,-70.8,#N/A,42.92-70.8,#N/A
Odiorne Point State Park,AAqUCyXzb8kPszVt-_u2mg,4.5,https://www.yelp.com/biz/odiorne-point-state-park-rye?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,42.99,-70.77,#N/A,42.99-70.77,#N/A
Prospect Hill Park,yA8xSCqTcQhMq6Y5pSGHEg,4,https://www.yelp.com/biz/prospect-hill-park-waltham?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.4,-71.25,#N/A,42.4-71.25,#N/A
deCordova Sculpture Park and Museum,foEMOVmYvkxjff8yaoIomA,4.5,https://www.yelp.com/biz/decordova-sculpture-park-and-museum-lincoln?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.43,-71.31,#N/A,42.43-71.31,#N/A
Halibut Point State Park,89P2JETXCzxMtMPdysWdMw,4.5,https://www.yelp.com/biz/halibut-point-state-park-rockport?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.69,-70.63,#N/A,42.69-70.63,#N/A
Salem Maritime National Historic Site,TzGgLeChZTfwz8_SXCl7RA,4,https://www.yelp.com/biz/salem-maritime-national-historic-site-salem?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.52,-70.89,Salem Maritime National Historic Site,42.52-70.89,42.52-70.89
Mount Monadnock,7TXxlM5VXxCew9mqU5XOsw,4.5,https://www.yelp.com/biz/mount-monadnock-jaffrey?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,42.81,-72.02,#N/A,42.81-72.02,#N/A
The Grand Union Flag,EMKGC43FPA6-t7m4AsXgLQ,5,https://www.yelp.com/biz/the-grand-union-flag-somerville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.38,-71.09,#N/A,42.38-71.09,#N/A
Friendly Beaver Campground,kw28UC2XotYWVjWFMTTE3g,2.5,https://www.yelp.com/biz/friendly-beaver-campground-new-boston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,42.97,-71.72,#N/A,42.97-71.72,#N/A
Vandenberg Esplanade,tM4Sa5hAy2ty8enzgBFqeg,4.5,https://www.yelp.com/biz/vandenberg-esplanade-lowell?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.63,-71.29,#N/A,42.63-71.29,#N/A
Parker River National Wildlife Refuge,z0UL-Hoq51DBeTTh5oBERA,4.5,https://www.yelp.com/biz/parker-river-national-wildlife-refuge-newburyport?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.8,-70.85,#N/A,42.8-70.85,#N/A
Kerouac Park,0763Afo62YNutHxPlYXVmg,4,https://www.yelp.com/biz/kerouac-park-lowell?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.65,-71.31,#N/A,42.65-71.31,#N/A
North Point Park,9YbGMgJ3cVR1mLVGjRhb3Q,4.5,https://www.yelp.com/biz/north-point-park-cambridge?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.37,-71.07,#N/A,42.37-71.07,#N/A
Longfellow Park,GZdqFpYIl5jc16UdSEcpQg,4.5,https://www.yelp.com/biz/longfellow-park-cambridge?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.38,-71.13,#N/A,42.38-71.13,42.38-71.13
Great Meadows National Wildlife Refuge,JDkK6zTx7Faa4ZDlGJRRJQ,3.5,https://www.yelp.com/biz/great-meadows-national-wildlife-refuge-sudbury?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.4,-71.37,#N/A,42.4-71.37,#N/A
Minuteman Bikeway,jmzkotp19n6_xJzi9VoB5Q,4,https://www.yelp.com/biz/minuteman-bikeway-bedford?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.49,-71.28,#N/A,42.49-71.28,#N/A
Friends of the Northern Rail Trail,hvoWmHR2MBxIXMfYWWNyxg,4,https://www.yelp.com/biz/friends-of-the-northern-rail-trail-andover?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NH,US,43.45,-71.8,#N/A,43.45-71.8,#N/A
Spacious Skies Campgrounds - Minute Man,hBBd4iUGHx-w981-C0kYbA,3.5,https://www.yelp.com/biz/spacious-skies-campgrounds-minute-man-littleton-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,42.55,-71.54,#N/A,42.55-71.54,#N/A
National Parks Yoga,ZtAPtRl8mE8XZsmFLM-k5Q,5,https://www.yelp.com/biz/national-parks-yoga-new-york?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NY,US,40.8,-73.97,#N/A,40.8-73.97,#N/A
City National Bank - New York - 400 Park Avenue,7qGmONE6sPeUGFXesrSBPQ,1,https://www.yelp.com/biz/city-national-bank-new-york-400-park-avenue-new-york-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NY,US,40.76,-73.97,#N/A,40.76-73.97,#N/A
